"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Kettlebell Goblet Squat",,"",2,"normal",16,12,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Kettlebell Goblet Squat",,"",3,"normal",16,12,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Bent Over Row (Barbell)",,"",0,"normal",28,8,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Bent Over Row (Barbell)",,"",1,"normal",28,8,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Bent Over Row (Barbell)",,"",2,"normal",28,12,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Bent Over Row (Barbell)",,"",3,"normal",28,12,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Floor Press (Dumbbell)",,"",0,"normal",20,8,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Floor Press (Dumbbell)",,"",1,"normal",20,10,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Floor Press (Dumbbell)",,"",2,"normal",20,10,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Floor Press (Dumbbell)",,"",3,"normal",20,14,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Bicep Curl (Dumbbell)",0,"",0,"normal",8,10,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Bicep Curl (Dumbbell)",0,"",1,"normal",8,10,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Bicep Curl (Dumbbell)",0,"",2,"normal",8,10,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Bicep Curl (Dumbbell)",0,"",3,"normal",8,10,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Overhead Press (Dumbbell)",0,"",0,"normal",8,10,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Overhead Press (Dumbbell)",0,"",1,"normal",8,10,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Overhead Press (Dumbbell)",0,"",2,"normal",8,10,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Overhead Press (Dumbbell)",0,"",3,"normal",8,10,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Lying Leg Raise",,"",0,"normal",,12,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Lying Leg Raise",,"",1,"normal",,10,,,
"Fullbody A","27 janv. 2026, 18:26","27 janv. 2026, 19:03","","Lying Leg Raise",,"",2,"normal",,11,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Warm Up",,"",0,"normal",,,,201,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Kettlebell Swing",0,"",0,"normal",16,6,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Kettlebell Swing",0,"",1,"normal",16,6,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Kettlebell Swing",0,"",2,"normal",16,6,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Kettlebell Swing",0,"",3,"normal",16,10,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Kettlebell Swing",0,"",4,"normal",16,10,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Kettlebell Swing",0,"",5,"normal",16,10,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Thruster (Kettlebell)",0,"",0,"normal",16,6,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Thruster (Kettlebell)",0,"",1,"normal",16,6,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Thruster (Kettlebell)",0,"",2,"normal",16,6,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Thruster (Kettlebell)",0,"",3,"normal",16,10,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Thruster (Kettlebell)",0,"",4,"normal",16,10,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Thruster (Kettlebell)",0,"",5,"normal",16,10,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Push Up",0,"",0,"normal",,6,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Push Up",0,"",1,"normal",,6,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Push Up",0,"",2,"normal",,6,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Push Up",0,"",3,"normal",,10,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Push Up",0,"",4,"normal",,10,,,
"Afternoon workout 💪","25 janv. 2026, 16:34","25 janv. 2026, 16:53","","Push Up",0,"",5,"normal",,7,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Warm Up",,"",0,"normal",,,,0,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Kettlebell Goblet Squat",,"",0,"normal",16,10,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Kettlebell Goblet Squat",,"",1,"normal",16,10,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Kettlebell Goblet Squat",,"",2,"normal",16,10,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Kettlebell Goblet Squat",,"",3,"normal",16,10,,,8
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Bent Over Row (Barbell)",,"",0,"normal",28,8,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Bent Over Row (Barbell)",,"",1,"normal",28,8,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Bent Over Row (Barbell)",,"",2,"normal",28,8,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Bent Over Row (Barbell)",,"",3,"normal",28,8,,,6
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Floor Press (Dumbbell)",,"",0,"normal",16,10,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Floor Press (Dumbbell)",,"",1,"normal",16,12,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Floor Press (Dumbbell)",,"",2,"normal",16,14,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Floor Press (Dumbbell)",,"",3,"normal",16,16,,,7
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Bicep Curl (Dumbbell)",0,"",0,"normal",8,9,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Bicep Curl (Dumbbell)",0,"",1,"normal",8,9,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Bicep Curl (Dumbbell)",0,"",2,"normal",8,9,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Bicep Curl (Dumbbell)",0,"",3,"normal",8,9,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Overhead Press (Dumbbell)",0,"",0,"normal",8,9,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Overhead Press (Dumbbell)",0,"",1,"normal",8,9,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Overhead Press (Dumbbell)",0,"",2,"normal",8,9,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Overhead Press (Dumbbell)",0,"",3,"normal",8,9,,,8.5
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Lying Leg Raise",,"",0,"normal",,11,,,
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Lying Leg Raise",,"",1,"normal",,9,,,7
"Fullbody A","23 janv. 2026, 18:35","23 janv. 2026, 19:06","","Lying Leg Raise",,"",2,"normal",,9,,,8.5
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Warm Up",,"",0,"normal",,,,300,
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Bent Over Row (Barbell)",,"",0,"normal",26,8,,,
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Bent Over Row (Barbell)",,"",1,"normal",26,8,,,
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Bent Over Row (Barbell)",,"",2,"normal",26,8,,,
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Bent Over Row (Barbell)",,"",3,"normal",26,8,,,6
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Lunge (Dumbbell)",,"",0,"normal",16,8,,,
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Lunge (Dumbbell)",,"",1,"normal",16,8,,,
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Lunge (Dumbbell)",,"",2,"normal",16,8,,,9.5
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Lunge (Dumbbell)",,"",3,"normal",16,8,,,10
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Decline Push Up",,"",0,"normal",,7,,,
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Decline Push Up",,"",1,"normal",,8,,,
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Decline Push Up",,"",2,"normal",,8,,,9
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Lateral Raise (Dumbbell)",,"",0,"normal",16,10,,,
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Lateral Raise (Dumbbell)",,"",1,"normal",16,10,,,
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Lateral Raise (Dumbbell)",,"",2,"normal",16,10,,,9
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","EZ Bar Biceps Curl",,"",0,"normal",26,8,,,
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","EZ Bar Biceps Curl",,"",1,"normal",26,8,,,
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","EZ Bar Biceps Curl",,"",2,"normal",26,8,,,8.5
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Crunch (Weighted)",,"",0,"normal",12,8,,,
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Crunch (Weighted)",,"",1,"normal",12,8,,,
"Full Body B","21 janv. 2026, 18:39","21 janv. 2026, 19:23","","Crunch (Weighted)",,"",2,"normal",12,8,,,6
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Thruster (Kettlebell)",0,"",0,"normal",16,14,,,
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Thruster (Kettlebell)",0,"",1,"normal",16,14,,,
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Thruster (Kettlebell)",0,"",2,"normal",16,14,,,
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Thruster (Kettlebell)",0,"",3,"normal",16,14,,,
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Kettlebell High Pull",0,"",0,"normal",16,14,,,
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Kettlebell High Pull",0,"",1,"normal",16,14,,,
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Kettlebell High Pull",0,"",2,"normal",16,14,,,
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Kettlebell High Pull",0,"",3,"normal",16,14,,,9.5
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Kettlebell Curl",0,"",0,"normal",16,14,,,
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Kettlebell Curl",0,"",1,"normal",16,14,,,
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Kettlebell Curl",0,"",2,"normal",16,14,,,
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Kettlebell Curl",0,"",3,"normal",16,10,,,10
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Kettlebell Swing",0,"",0,"normal",16,14,,,
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Kettlebell Swing",0,"",1,"normal",16,14,,,
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Kettlebell Swing",0,"",2,"normal",16,14,,,
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Kettlebell Swing",0,"",3,"normal",16,14,,,9
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Skullcrusher (Dumbbell)",0,"",0,"normal",12,14,,,
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Skullcrusher (Dumbbell)",0,"",1,"normal",12,14,,,
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Skullcrusher (Dumbbell)",0,"",2,"normal",12,14,,,
"Emom 20min upper","19 janv. 2026, 18:19","19 janv. 2026, 18:40","","Skullcrusher (Dumbbell)",0,"",3,"normal",12,14,,,7.5
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Kettlebell Swing",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Kettlebell Swing",0,"",1,"normal",16,12,,,
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Kettlebell Swing",0,"",2,"normal",16,12,,,
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Kettlebell Swing",0,"",3,"normal",16,12,,,
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Kettlebell Goblet Squat",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Kettlebell Goblet Squat",0,"",1,"normal",16,12,,,8
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Kettlebell Goblet Squat",0,"",2,"normal",16,12,,,
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Kettlebell Goblet Squat",0,"",3,"normal",16,5,,,10
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Kettlebell Around the World",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Kettlebell Around the World",0,"",1,"normal",16,12,,,
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Kettlebell Around the World",0,"",2,"normal",16,12,,,
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Kettlebell Around the World",0,"",3,"normal",16,12,,,
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Kettlebell Curl",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Kettlebell Curl",0,"",1,"normal",16,12,,,
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Kettlebell Curl",0,"",2,"normal",16,12,,,
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Kettlebell Curl",0,"",3,"normal",16,12,,,10
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Thruster (Kettlebell)",0,"",0,"normal",16,12,,,
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Thruster (Kettlebell)",0,"",1,"normal",16,12,,,
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Thruster (Kettlebell)",0,"",2,"normal",16,12,,,10
"Emom 20min fullbody","15 janv. 2026, 18:37","15 janv. 2026, 18:56","","Thruster (Kettlebell)",0,"",3,"normal",16,2,,,10
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Kettlebell Goblet Squat",,"",0,"normal",16,8,,,
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Kettlebell Goblet Squat",,"",1,"normal",16,8,,,
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Kettlebell Goblet Squat",,"",2,"normal",16,8,,,
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Kettlebell Goblet Squat",,"",3,"normal",16,8,,,7.5
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Bent Over Row (Barbell)",,"",0,"normal",22,8,,,
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Bent Over Row (Barbell)",,"",1,"normal",22,8,,,
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Bent Over Row (Barbell)",,"",2,"normal",22,8,,,
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Bent Over Row (Barbell)",,"",3,"normal",22,8,,,6
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Floor Press (Dumbbell)",,"",0,"normal",16,8,,,
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Floor Press (Dumbbell)",,"",1,"normal",16,10,,,
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Floor Press (Dumbbell)",,"",2,"normal",16,12,,,
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Floor Press (Dumbbell)",,"",3,"normal",16,14,,,7.5
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Bicep Curl (Dumbbell)",0,"",0,"normal",8,8,,,
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Bicep Curl (Dumbbell)",0,"",1,"normal",8,8,,,
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Bicep Curl (Dumbbell)",0,"",2,"normal",8,8,,,
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Bicep Curl (Dumbbell)",0,"",3,"normal",8,8,,,8.5
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Overhead Press (Dumbbell)",0,"",0,"normal",8,8,,,
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Overhead Press (Dumbbell)",0,"",1,"normal",8,8,,,
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Overhead Press (Dumbbell)",0,"",2,"normal",8,8,,,
"Fullbody A","14 janv. 2026, 17:05","14 janv. 2026, 17:26","","Overhead Press (Dumbbell)",0,"",3,"normal",8,8,,,9
